Age,Weak Foot,Skill Moves,Height,Weight,SlidingTackle,HeadingAccuracy,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Positioning,Penalties,Composure,Marking,StandingTackle,shooting_attributes,passing_attribtes,Left,Right,Overall,Value,Potential,Wage
25,3,2,184.16,77,74,75,68,68,62,67,62,70,57,67,75,72,72,73,65,54,71,74,74,64.16666667,68.25,1,0,74,6000000,78,13000
28,3,3,169.52,69,28,58,76,75,88,87,85,70,83,71,58,63,66,45,71,68,66,20,39,70,68.75,0,1,74,5500000,74,44000
26,4,2,174,83,68,59,70,72,53,64,60,74,66,67,70,80,74,71,64,64,72,75,76,69.16666667,67.75,0,1,74,4900000,74,15000
28,3,3,186.4,88,27,80,65,72,49,64,54,68,51,75,77,85,60,46,79,64,76,39,25,66.33333333,60,0,1,74,6000000,74,22000
27,3,3,186.4,82,68,74,73,75,51,59,57,73,52,52,70,75,80,69,77,73,75,68,71,68.16666667,72.25,0,1,74,6000000,74,13000
24,3,3,174,71,30,62,74,77,87,86,83,70,76,68,67,67,61,21,72,59,67,37,31,69,65.75,1,0,74,7500000,78,38000
29,2,3,184.16,82,72,62,63,70,73,69,62,72,72,64,78,80,76,69,63,62,68,74,78,57.16666667,64,0,1,74,4400000,74,21000
24,3,3,176.24,74,74,55,72,73,79,75,74,70,73,69,78,65,82,70,66,55,66,74,73,66.33333333,66.5,1,0,74,6500000,79,9000
24,3,3,174,76,74,64,71,74,74,75,71,69,65,66,78,64,67,72,69,46,64,67,75,50,61.25,0,1,74,6000000,78,30000
30,4,4,174,78,46,55,74,74,90,85,88,69,76,60,81,64,73,52,69,63,67,58,55,67.33333333,69.75,0,1,74,5500000,74,46000
27,3,1,188.64,76,13,12,20,23,55,43,43,63,53,67,31,59,33,22,14,23,62,18,18,17.5,28.25,0,1,74,4700000,77,1000
20,4,3,190.88,81,73,70,66,80,54,65,54,68,52,66,76,77,69,72,58,72,64,70,76,62.83333333,68.5,0,1,74,7500000,83,18000
27,2,3,176.24,78,55,55,74,76,68,63,66,75,65,65,77,75,72,68,71,59,63,57,60,72.5,72.25,1,0,74,6000000,74,7000
25,3,2,181.92,79,73,72,42,50,68,73,68,70,59,80,77,79,83,74,32,48,57,72,71,37.66666667,50,0,1,74,6500000,79,11000
27,3,3,184.16,78,69,66,69,72,58,69,47,70,55,63,84,81,77,72,57,46,71,76,75,53.66666667,63,0,1,74,5500000,76,1000
21,3,4,167.28,66,19,44,81,78,79,76,90,63,90,44,60,33,38,21,71,62,76,37,18,61.16666667,70,1,0,74,8500000,82,60000
27,3,2,188.64,83,67,79,66,67,67,66,62,70,54,73,74,78,80,72,49,37,65,74,72,37.33333333,52.75,0,1,74,5500000,76,41000
23,3,2,184.16,87,73,75,56,61,65,68,64,69,59,90,61,80,76,75,33,52,65,70,74,37.66666667,56.75,1,0,74,6500000,80,22000
24,3,2,186.4,83,72,67,57,68,54,59,59,65,57,66,79,79,79,74,43,46,66,69,78,41.83333333,61.25,0,1,74,6000000,77,17000
30,4,3,167.28,68,68,62,75,71,85,86,84,68,82,80,92,70,76,68,71,46,67,69,70,57.66666667,67.5,0,1,74,4100000,74,18000
34,4,4,167.28,67,30,47,75,75,68,66,76,74,85,48,67,44,41,43,68,73,79,17,32,66,67.5,0,1,74,2800000,74,19000
27,3,2,171.76,68,70,58,62,75,59,55,68,69,73,64,69,58,69,72,59,70,69,69,72,70.66666667,77.25,0,1,74,6000000,74,39000
30,4,3,176.24,74,72,62,67,70,67,74,66,73,65,71,81,74,77,76,63,51,74,72,72,60.5,72,0,1,74,4200000,74,21000
26,3,3,162.8,64,32,47,76,74,92,88,88,72,92,66,68,36,43,35,72,73,64,30,33,64.66666667,66.75,1,0,74,6500000,75,39000
22,3,3,181.92,72,74,69,72,73,72,74,64,69,64,74,76,74,59,72,60,40,67,70,76,46.5,63.75,0,1,74,6500000,79,38000
35,3,1,186.4,88,20,12,11,32,42,41,58,64,57,73,18,69,28,22,11,37,61,12,20,18.66666667,26.75,0,1,74,1300000,74,34000
34,3,1,190.88,88,19,10,16,20,45,45,40,70,40,70,38,70,39,20,13,23,60,20,18,14.33333333,25,0,1,74,2300000,74,11000
23,3,4,176.24,68,56,52,75,77,77,75,88,72,70,72,78,54,69,63,68,46,78,64,58,62.83333333,72.75,0,1,74,7500000,79,8000
23,3,3,176.24,72,76,64,68,68,72,78,73,74,71,68,76,68,72,75,52,54,72,72,76,56.5,64.5,0,1,74,6000000,78,21000
26,3,3,181.92,72,68,65,67,74,66,66,70,69,65,69,91,73,82,72,48,55,80,70,73,50.83333333,67.75,0,1,74,6000000,78,39000
25,3,3,171.76,76,74,59,74,72,73,74,79,72,76,84,92,72,76,72,65,52,63,64,77,56,65,0,1,74,6000000,77,9000
27,3,3,184.16,82,75,60,72,74,69,78,70,69,60,71,86,79,67,75,69,38,67,66,73,54.5,70,0,1,74,5000000,75,18000
32,3,2,186.4,79,76,76,49,55,44,53,59,65,55,85,30,79,76,67,33,34,74,77,79,28.5,40,0,1,74,3200000,74,25000
31,4,4,171.76,68,24,58,77,77,77,74,77,72,73,58,72,62,39,40,72,80,72,25,27,67,69.25,0,1,74,4900000,74,49000
24,5,2,190.88,83,72,80,38,54,32,33,48,75,55,34,70,82,70,83,30,36,63,75,73,50.33333333,56,0,1,74,6500000,80,1000
29,3,3,171.76,68,73,44,71,72,78,75,68,79,71,64,77,61,55,72,68,59,65,73,69,60,68,1,0,74,4300000,74,1000
24,3,2,186.4,82,75,73,48,59,43,55,42,70,35,79,56,78,76,74,13,34,64,73,75,34.33333333,39.75,0,1,74,6000000,76,32000
34,3,3,184.16,73,73,66,74,75,68,72,66,76,69,70,74,71,65,75,66,72,82,80,67,70.83333333,73.5,0,1,74,1700000,74,21000
27,3,3,176.24,71,68,62,72,73,74,77,73,68,73,68,76,73,62,71,73,47,75,70,70,61.83333333,68,1,0,74,6000000,74,9000
28,4,3,176.24,63,67,59,71,75,67,73,81,74,69,71,72,73,66,67,66,61,73,69,70,68.83333333,75.25,1,0,74,5500000,74,33000
25,3,3,181.92,79,60,68,72,76,48,54,67,72,68,72,76,76,67,73,60,59,72,68,72,58.16666667,72.5,1,0,74,7000000,77,26000
25,4,3,167.28,62,43,42,74,76,75,66,75,66,85,48,62,32,67,40,71,66,68,40,40,71.16666667,73,0,1,74,7500000,78,37000
21,3,3,186.4,71,23,75,76,74,78,86,73,71,64,78,75,73,68,34,71,54,64,38,31,60.33333333,57,0,1,74,9000000,83,55000
20,3,3,181.92,77,61,66,67,75,69,72,67,75,69,76,80,74,69,69,67,67,72,66,66,68.66666667,74.75,1,0,74,8500000,83,10000
28,3,3,190.88,79,20,79,71,75,58,59,64,74,52,67,65,77,59,25,78,70,62,23,27,70.5,61.25,0,1,74,6000000,74,44000
31,2,3,181.92,77,72,65,64,70,52,44,48,74,59,73,87,77,82,73,50,45,72,69,73,46.66666667,64.25,0,1,74,3800000,74,7000
30,3,2,174,73,71,68,61,69,71,73,64,72,65,64,81,62,79,70,51,51,68,78,77,47.33333333,70.5,1,0,74,4100000,74,22000
27,3,3,171.76,77,14,68,72,69,82,80,79,72,76,88,72,67,66,22,75,68,68,21,16,75.66666667,60.75,1,0,74,6000000,74,46000
32,3,3,174,78,77,67,71,69,68,69,63,63,74,62,81,70,89,75,59,69,73,74,70,58,65.25,0,1,74,3200000,74,1000
33,2,1,184.16,78,15,16,13,13,41,56,61,74,51,78,30,59,32,24,16,10,65,14,15,14,23.75,0,1,74,2800000,74,12000
23,3,2,181.92,78,23,78,65,74,40,54,60,73,41,74,72,85,87,25,78,62,68,24,26,65.16666667,61.25,0,1,74,8000000,80,20000
24,4,3,169.52,68,28,49,79,74,86,84,83,71,87,73,66,50,54,29,71,75,68,25,31,64.83333333,67.5,0,1,74,7000000,77,12000
21,3,3,181.92,73,64,63,75,77,75,74,74,76,74,81,76,73,71,67,68,46,72,69,67,62.5,72.75,0,1,74,8000000,82,26000
27,3,3,181.92,69,74,70,70,69,75,77,70,72,69,73,79,72,82,69,60,44,72,71,74,49.5,66,1,0,74,5000000,75,35000
33,2,2,188.64,92,70,76,48,56,30,43,37,67,35,80,79,90,82,75,39,33,56,67,74,32.5,51.75,1,0,74,2300000,74,8000
31,3,3,176.24,78,74,71,71,72,71,68,71,75,70,66,69,69,74,73,45,42,74,76,76,55.16666667,67.5,0,1,74,3700000,74,26000
25,4,3,174,64,53,72,71,72,79,80,83,68,78,82,75,67,60,50,75,63,69,43,49,69,65.25,0,1,74,7000000,76,38000
25,2,4,184.16,77,60,62,81,79,70,69,72,62,67,69,78,72,65,64,70,29,80,55,63,56,71.25,1,0,74,7000000,77,35000
28,3,4,174,73,40,57,77,75,87,86,88,66,76,74,82,68,71,43,76,70,74,55,42,70,64.25,0,1,74,5500000,74,8000
24,2,3,171.76,68,27,66,73,67,91,94,90,77,82,68,76,61,66,32,72,56,71,18,30,65.16666667,66.25,0,1,74,7500000,77,34000
25,3,3,174,73,74,64,68,69,89,88,81,68,71,81,83,77,76,69,61,33,59,69,74,52,56.75,1,0,74,6000000,77,7000
32,3,2,186.4,82,70,78,55,56,50,52,56,69,49,88,79,82,74,72,40,75,69,72,74,40.5,58.5,0,1,74,3200000,74,34000
27,4,3,167.28,64,30,63,75,76,78,77,82,70,86,59,62,58,32,28,73,63,63,36,22,63.5,72.25,0,1,74,6000000,74,20000
31,4,4,174,71,46,61,74,74,76,76,82,72,71,48,84,59,77,58,75,66,71,67,63,71,70.5,0,1,74,4900000,74,26000
31,3,2,181.92,77,74,69,58,69,71,73,69,73,70,69,80,76,69,74,32,61,76,77,74,40.66666667,65.25,1,0,74,3800000,74,7000
27,2,3,184.16,74,15,71,70,74,69,69,71,73,63,70,66,74,45,20,77,65,74,20,15,59.16666667,52,1,0,74,6500000,75,29000
25,3,2,184.16,86,74,72,62,69,67,74,59,74,66,81,78,81,77,71,37,20,71,71,72,34.33333333,63,0,1,74,6000000,78,26000
33,3,3,184.16,82,61,71,65,68,44,34,56,73,53,67,72,77,84,76,66,59,70,73,78,60.66666667,66.75,0,1,74,2300000,74,7000
22,3,3,181.92,76,38,42,77,75,75,72,73,65,62,52,69,63,50,40,74,49,65,38,36,61.66666667,71,1,0,74,8000000,81,22000
30,2,2,186.4,83,71,76,38,56,34,37,47,70,40,38,66,80,77,79,41,65,67,78,76,27.16666667,59.5,0,1,74,4200000,74,18000
31,5,3,167.28,68,72,57,65,68,89,75,89,71,91,79,78,57,67,74,67,44,66,71,75,49.16666667,66.5,0,1,74,3700000,74,40000
30,2,1,193.12,92,11,13,16,14,36,47,40,67,49,65,32,79,21,21,11,24,54,18,11,16.66666667,30.75,0,1,74,3600000,74,8000
33,3,1,181.92,77,10,14,12,30,62,63,66,71,50,75,40,60,34,20,13,21,54,19,11,19.83333333,28,0,1,74,2800000,74,13000
27,3,3,171.76,71,76,63,77,77,84,69,85,75,86,77,65,68,77,74,77,59,75,68,75,64.5,71,1,0,74,6500000,75,15000
27,4,3,176.24,62,64,57,65,72,65,68,79,71,76,76,88,69,75,67,66,64,68,60,71,71,74.5,1,0,74,6000000,74,18000
25,3,4,176.24,77,19,39,83,76,84,81,77,68,76,65,71,68,50,23,71,56,71,30,21,73.16666667,66.5,1,0,74,6500000,75,9000
26,4,3,174,74,73,71,73,71,77,71,72,73,77,71,82,62,53,71,59,62,67,80,72,51.83333333,64.25,0,1,74,4800000,74,18000
32,4,3,169.52,68,69,52,67,69,74,75,75,72,81,66,86,68,91,70,63,62,68,72,75,60.33333333,63.25,0,1,74,3200000,74,7000
34,3,2,181.92,83,73,70,55,62,52,66,62,67,57,70,69,80,75,76,33,47,70,75,73,46.16666667,64.25,0,1,74,1700000,74,1000
25,3,3,176.24,79,79,67,71,77,61,65,73,72,73,81,69,74,83,68,59,48,76,73,76,52.16666667,64.5,0,1,74,6500000,79,58000
32,3,2,181.92,74,71,78,49,64,51,60,61,63,60,78,68,77,83,72,53,30,72,74,73,40.83333333,59.75,0,1,74,3200000,74,29000
31,3,4,165.04,73,36,35,77,77,82,79,87,72,79,65,77,60,51,52,72,70,71,40,44,62,67.25,0,1,74,4900000,74,26000
34,3,2,190.88,78,71,75,59,67,40,66,43,64,45,42,59,85,71,73,26,48,71,73,77,55.33333333,64.5,0,1,74,1700000,74,14000
25,3,2,184.16,79,73,65,61,68,45,46,48,76,52,73,74,75,71,76,53,60,74,75,74,58.5,69,0,1,74,6000000,77,46000
30,4,3,176.24,73,69,63,73,72,81,81,80,74,71,63,77,68,75,61,76,67,76,57,69,67,69.75,1,0,74,5500000,74,13000
26,4,2,181.92,82,72,72,43,66,63,71,71,68,69,85,75,79,75,70,60,35,71,76,74,46.5,59.5,0,1,74,6000000,77,19000
28,2,3,171.76,74,65,45,70,74,70,74,80,68,69,59,80,74,83,75,65,61,61,74,68,64,67.5,1,0,74,0,75,0
26,2,2,188.64,88,66,76,50,55,46,41,33,64,32,58,61,88,87,72,32,48,64,77,74,50.16666667,55,0,1,74,4900000,74,18000
20,3,3,181.92,83,18,72,74,70,79,81,69,68,63,78,71,79,66,16,69,73,67,24,24,58.66666667,55.75,0,1,74,8500000,82,29000
21,3,3,171.76,63,59,52,79,77,72,75,89,75,84,68,76,67,70,69,71,55,76,66,69,63.66666667,71.25,0,1,74,8000000,82,6000
34,5,3,167.28,67,31,42,74,73,45,56,78,76,76,48,68,44,54,20,74,72,83,10,33,75.33333333,74.25,0,1,74,2800000,74,25000
24,3,3,181.92,77,54,56,77,77,79,78,72,73,75,55,78,74,54,55,73,59,69,39,57,66.5,69.5,0,1,74,7500000,78,22000
21,3,2,186.4,79,77,65,62,66,72,69,43,75,46,68,55,68,68,76,28,44,58,78,78,31.66666667,52.75,0,1,74,7500000,83,24000
30,2,1,181.92,78,12,13,13,19,50,42,48,72,41,64,41,65,36,15,16,18,41,12,15,14.66666667,25,0,1,74,3600000,74,17000
28,2,2,188.64,82,72,70,50,58,34,50,40,68,38,64,55,78,74,76,28,46,69,78,78,41.66666667,48.5,1,0,74,5500000,76,22000
29,3,3,167.28,76,74,66,73,72,86,85,77,71,79,74,85,74,87,70,69,72,61,60,72,59.16666667,66,0,1,74,4300000,74,19000
26,3,2,176.24,76,72,68,65,66,69,66,64,74,61,91,83,76,87,77,52,36,68,73,76,49.83333333,60.25,0,1,74,5500000,76,9000
28,4,3,160.56,58,16,36,79,70,90,86,94,65,94,55,69,30,33,19,70,49,63,30,15,62.5,68.5,0,1,74,5500000,74,15000
30,2,3,176.24,74,61,55,74,75,68,66,77,71,72,67,75,77,76,69,70,63,69,63,66,69,72,0,1,74,5500000,74,22000
28,3,2,190.88,83,65,74,44,63,60,54,56,67,51,69,82,89,79,75,39,34,67,70,71,27,52.25,0,1,74,4600000,74,8000
34,3,3,169.52,66,76,55,75,73,71,73,75,70,82,75,75,51,80,72,69,64,63,74,78,60.16666667,71,0,1,74,1600000,74,24000
24,3,2,186.4,79,75,73,44,65,52,54,54,67,63,73,53,75,69,72,41,32,55,74,76,34.5,55.75,0,1,74,6000000,78,20000
23,3,2,181.92,73,75,69,56,70,63,58,56,67,64,76,72,75,66,74,49,44,62,76,75,42.16666667,61.75,0,1,74,7000000,82,8000
30,3,2,184.16,81,74,73,44,63,69,77,64,73,43,52,41,84,71,69,37,75,70,78,76,47.16666667,55,0,1,74,4200000,74,14000
29,3,3,181.92,71,46,53,75,79,61,59,69,68,62,51,58,63,64,58,65,74,64,66,52,69,76,0,1,74,5500000,74,18000
21,3,3,167.28,68,33,64,68,71,77,70,74,76,79,60,71,68,74,26,81,69,66,30,55,66.66666667,64.5,0,1,74,8000000,80,30000
24,3,3,174,77,45,65,71,70,87,82,75,70,77,71,85,74,60,35,75,76,69,23,40,68.16666667,60.25,0,1,74,7500000,79,18000
20,3,4,167.28,63,29,44,83,78,88,81,93,66,93,65,64,40,55,28,69,49,64,30,21,60.16666667,60.5,1,0,74,8500000,83,16000
20,3,3,167.28,63,74,68,71,72,82,79,71,67,80,52,75,57,67,69,68,39,62,70,72,55.33333333,71.5,1,0,74,7500000,83,18000
31,3,3,190.88,88,23,82,66,72,42,46,49,73,36,48,63,91,76,30,77,83,67,15,28,65.83333333,48.75,0,1,74,5000000,74,24000
32,4,3,162.8,71,55,51,71,80,65,65,76,70,83,70,78,68,75,60,74,78,72,57,59,72.16666667,72,0,1,74,4300000,74,19000
27,4,3,188.64,83,22,73,71,76,62,65,65,68,46,67,77,82,78,29,74,61,65,41,37,72.16666667,55.5,0,1,74,6500000,75,19000
23,3,3,181.92,74,70,67,71,72,62,65,65,75,63,70,69,73,68,75,56,50,74,75,75,62.83333333,70,0,1,74,8000000,81,17000
30,3,3,174,78,26,56,80,72,82,80,70,72,68,55,59,77,64,49,71,70,66,21,31,74.16666667,68.75,0,1,74,5500000,74,18000
32,2,2,184.16,82,73,70,46,56,62,69,52,72,52,76,56,89,72,73,27,36,66,72,74,41.5,44.5,0,1,74,3200000,74,5000
27,4,4,181.92,69,36,61,81,77,67,64,67,72,73,66,71,68,59,35,75,70,78,47,42,74.33333333,71.25,0,1,74,6000000,74,9000
26,3,2,176.24,82,65,72,46,50,47,54,69,73,71,62,56,85,78,77,37,44,75,76,73,43,56,0,1,74,4900000,74,22000
27,4,3,181.92,73,70,74,70,73,67,68,67,72,69,79,79,79,73,74,70,65,71,67,75,67.5,71.75,0,1,74,6000000,74,27000
35,3,2,174,74,65,59,52,74,54,59,59,65,67,75,75,80,78,75,69,53,75,70,73,52.83333333,67.25,0,1,74,1300000,74,6000
39,4,4,181.92,83,24,76,76,78,38,34,65,77,54,64,50,78,68,33,81,81,86,36,33,72.83333333,72.25,0,1,74,1600000,74,18000
31,3,3,181.92,64,33,54,74,75,74,70,71,62,61,61,85,61,57,48,65,70,61,45,31,69,77,1,0,74,4900000,74,13000
31,2,2,188.64,77,72,78,61,62,48,65,52,68,45,83,66,80,79,73,42,33,69,69,73,41.5,60.75,0,1,74,3800000,74,7000
30,3,2,174,73,72,62,59,76,69,66,76,65,68,80,84,72,67,69,57,49,64,61,75,68.66666667,76.5,1,0,74,4200000,74,9000
29,3,3,184.16,78,57,72,72,71,57,54,65,79,62,85,91,83,74,64,73,64,71,67,66,71,67.75,0,1,74,5500000,74,8000
20,4,3,184.16,78,76,69,63,67,79,87,73,68,62,76,70,78,84,73,61,48,67,72,75,55.83333333,65,0,1,74,8000000,84,53000
21,4,3,165.04,63,47,58,76,71,89,87,90,66,89,69,69,58,67,45,64,50,62,44,39,59.5,71.5,0,1,74,9500000,85,36000
26,2,1,186.4,79,11,18,11,23,44,42,43,73,57,69,35,55,41,13,18,27,62,10,15,15.16666667,31.5,0,1,74,4700000,76,11000
19,3,2,186.4,73,75,75,48,63,61,60,52,70,55,66,73,75,80,72,28,38,65,74,77,35.66666667,44.25,1,0,74,9500000,87,5000
27,3,4,174,62,40,53,78,76,73,76,78,74,73,66,74,58,45,30,73,58,68,31,35,64.16666667,68,0,1,74,6000000,74,10000
29,3,3,184.16,73,76,69,73,72,70,74,65,67,54,72,77,75,78,75,66,34,66,67,75,53.16666667,66.75,1,0,74,4300000,74,22000
24,4,4,167.28,62,24,43,75,75,79,79,90,66,80,37,62,42,44,32,68,60,82,46,26,69.33333333,73.75,1,0,74,7500000,78,44000
22,3,3,181.92,59,68,53,75,73,81,77,78,75,62,55,78,59,59,74,72,43,68,70,74,56.66666667,68.75,1,0,74,6500000,80,38000
34,3,2,171.76,69,68,61,69,74,41,34,67,72,75,62,66,62,70,71,67,65,75,70,70,66.33333333,78.5,0,1,74,1700000,74,19000
34,3,4,167.28,66,33,42,75,74,83,75,86,80,90,66,68,33,39,36,72,68,74,33,24,65.83333333,70,0,1,74,2800000,74,25000
25,3,3,181.92,77,72,60,68,70,85,87,76,70,72,70,79,69,74,70,60,50,70,66,75,56.66666667,65,0,1,74,6000000,77,25000
25,3,3,188.64,86,25,82,70,71,58,58,53,71,39,51,54,87,79,31,74,79,76,20,23,67.66666667,49.5,0,1,74,7500000,78,1000
34,4,3,176.24,73,22,51,77,71,81,71,72,77,70,55,66,67,45,45,76,71,66,31,21,65.5,71,0,1,74,2800000,74,13000
36,3,2,184.16,81,71,68,66,71,63,65,64,74,68,71,65,79,71,76,53,57,75,75,71,52.33333333,65,0,1,74,750000,74,5000
35,2,4,176.24,74,28,54,80,82,68,67,74,64,71,50,65,61,60,30,76,70,74,32,32,75.33333333,75.5,1,0,74,2600000,74,4000
25,4,3,184.16,93,36,60,77,80,55,63,71,66,68,46,72,83,79,50,74,64,70,40,42,80.16666667,75.5,0,1,74,6500000,75,39000
24,4,3,176.24,73,68,46,73,76,62,65,74,65,67,54,75,71,69,72,60,64,68,73,74,65.66666667,75,0,1,74,6000000,78,16000
34,3,4,171.76,74,22,77,75,75,76,69,71,70,81,74,72,64,61,22,72,65,76,25,24,72.83333333,72,1,0,74,2800000,74,13000
26,3,2,181.92,78,76,74,55,55,74,74,67,74,73,77,75,76,62,77,52,63,70,82,70,44.83333333,63.75,0,1,74,6000000,77,13000
24,3,2,174,68,74,66,63,65,76,72,70,65,65,91,68,73,76,76,35,49,67,71,75,50.16666667,56.75,0,1,74,7000000,81,21000
34,3,4,181.92,78,32,61,74,75,73,65,66,82,62,55,71,77,54,33,70,66,74,16,31,71.33333333,71.25,0,1,74,2800000,74,15000
26,4,4,176.24,74,43,48,77,78,76,75,78,73,77,73,55,65,45,42,67,69,71,45,35,68.33333333,71.25,0,1,74,7000000,76,40000
24,4,4,174,76,25,62,77,77,88,85,89,69,67,67,77,53,37,25,65,61,67,30,28,69.66666667,69.25,0,1,74,7500000,78,22000
24,2,3,169.52,73,38,62,73,72,85,83,89,73,81,73,68,74,69,45,75,65,69,34,39,67.66666667,62.5,0,1,74,7500000,78,23000
27,2,3,181.92,79,28,69,74,68,75,79,73,71,66,84,82,83,80,48,73,68,78,25,30,73.66666667,65.75,1,0,74,6500000,75,17000
22,3,3,181.92,74,55,59,73,75,79,75,74,68,69,64,87,68,57,68,73,68,64,59,59,74,71,0,1,74,8500000,82,1000
32,3,2,190.88,87,74,80,52,59,34,48,49,60,44,76,43,84,81,74,51,54,65,69,75,45.5,56.25,0,1,74,3200000,74,39000
32,3,4,181.92,78,24,72,74,76,75,66,78,75,74,76,67,77,45,23,78,73,78,50,28,66.83333333,65,1,0,74,4500000,74,17000
35,4,3,171.76,73,74,75,73,74,69,68,66,77,75,87,69,80,77,76,63,59,79,75,74,57.16666667,69,0,1,74,1200000,74,5000
24,4,3,181.92,76,18,64,80,77,78,84,79,67,66,70,74,69,51,28,77,69,63,73,29,63.5,65,0,1,74,0,79,0
29,3,2,184.16,83,69,75,58,60,65,59,60,71,43,77,66,84,76,73,61,51,60,73,73,56.83333333,57,1,0,74,4400000,74,11000
26,3,2,176.24,78,71,53,61,66,66,62,61,68,64,66,83,75,78,74,71,73,66,77,76,63,71,0,1,74,4900000,74,14000
29,3,3,165.04,68,26,58,80,77,77,76,79,76,91,90,73,67,42,25,69,63,68,24,55,70.16666667,67.5,1,0,74,5500000,74,16000
23,4,3,181.92,73,73,50,69,74,89,92,74,67,70,84,77,66,62,68,56,39,58,64,74,39.66666667,65.5,0,1,74,6000000,78,30000
34,4,2,174,72,65,69,71,69,72,74,81,79,83,74,82,71,75,70,63,71,67,73,69,57.66666667,75,0,1,74,1700000,74,14000
32,3,2,186.4,82,72,79,65,71,67,73,56,66,70,73,78,83,81,71,65,73,70,72,74,58.16666667,65.25,0,1,74,3200000,74,22000
26,3,3,176.24,92,10,76,63,73,53,56,67,67,58,62,60,88,52,20,74,76,74,13,18,70.5,57.75,1,0,74,6000000,74,25000
31,3,1,181.92,78,11,14,20,17,40,42,60,75,50,65,38,71,19,22,15,22,64,20,15,16,19,0,1,74,3400000,74,8000
26,3,3,176.24,76,24,73,73,71,82,83,81,77,77,56,59,66,44,44,71,72,77,10,25,67,57.25,0,1,74,6000000,74,15000
20,3,3,181.92,74,73,65,74,75,81,81,69,70,74,68,72,67,70,69,66,30,71,73,74,51,68.5,0,1,74,6500000,80,26000
30,3,3,181.92,81,68,68,72,76,59,68,73,69,75,72,85,79,75,73,60,65,69,71,72,65.33333333,72,0,1,74,5000000,74,5000
23,5,3,169.52,71,43,40,79,79,76,81,89,70,87,71,89,53,36,43,66,60,66,47,40,62.83333333,69.5,0,1,74,8000000,81,21000
23,3,3,167.28,67,73,48,75,76,78,82,78,74,80,66,76,65,72,77,70,42,63,68,69,55.16666667,66.25,0,1,74,6500000,79,28000
30,3,3,186.4,73,75,60,68,74,63,68,67,72,64,70,69,73,70,76,63,40,68,78,78,42.5,70.75,1,0,74,4100000,74,35000
28,3,3,169.52,66,67,52,73,73,82,86,78,74,82,80,82,55,72,70,63,50,74,67,72,59,71,1,0,74,4400000,74,1000
24,3,2,176.24,81,71,65,59,69,44,42,67,67,73,79,65,76,75,77,69,69,69,70,73,74.16666667,79,0,1,74,6000000,77,20000
25,3,3,181.92,88,13,76,69,70,73,74,62,66,70,68,72,84,78,23,75,70,69,35,29,62,47,1,0,74,7000000,77,9000
34,3,2,174,73,77,63,72,71,65,66,67,75,69,78,67,69,69,79,51,87,79,78,75,50.66666667,69,0,1,74,1600000,74,32000
26,3,2,171.76,69,12,70,62,61,81,78,69,75,67,71,61,78,55,31,77,77,65,16,12,69.33333333,55.25,0,1,74,6000000,74,27000
23,3,3,171.76,71,32,48,79,75,77,77,67,62,72,55,75,58,57,48,71,49,62,57,39,67,69.5,0,1,74,8000000,81,17000
28,3,2,181.92,74,73,73,52,55,65,69,68,62,68,77,69,79,91,73,58,58,66,74,74,53.16666667,55.75,0,1,74,5000000,75,17000
26,3,3,176.24,73,75,61,74,70,78,86,72,76,71,72,74,68,72,68,67,52,73,72,74,52.66666667,69.5,0,1,74,5500000,77,34000
25,2,3,171.76,64,33,67,75,73,91,93,90,70,82,73,75,63,73,24,78,65,58,32,38,62,56.75,0,1,74,7500000,78,1000
28,4,3,181.92,74,26,67,71,73,74,71,67,71,74,72,86,81,53,27,79,68,68,41,27,68.33333333,44.75,1,0,74,6000000,74,5000
26,4,4,169.52,68,38,45,83,77,92,92,91,72,79,52,78,59,66,43,72,61,73,40,50,70.66666667,60.25,0,1,74,6500000,75,19000
23,3,1,188.64,87,20,16,19,25,37,43,59,68,43,51,44,73,23,17,14,24,25,15,12,16.33333333,32,0,1,74,5500000,79,7000
27,3,4,174,77,22,40,75,75,91,91,80,70,77,34,53,65,28,20,70,58,71,20,28,62.83333333,64.25,0,1,74,6000000,74,28000
25,3,2,181.92,81,75,70,62,71,73,69,62,69,66,72,62,73,73,73,35,41,70,72,76,28.66666667,57.25,0,1,74,5500000,76,19000
34,3,1,184.16,91,19,17,14,25,41,41,46,69,47,60,45,66,37,17,16,19,53,13,14,11.83333333,35.5,0,1,74,2300000,74,6000
28,4,3,193.12,78,58,78,73,73,64,69,63,73,57,78,90,82,71,73,73,65,64,65,64,67,71.5,0,1,74,0,74,0
26,4,3,171.76,72,69,54,66,68,82,79,76,70,83,79,94,68,87,74,61,48,75,73,74,52.16666667,67.25,1,0,74,5500000,75,8000
26,4,3,184.16,79,68,62,78,78,73,77,72,70,58,58,77,75,64,64,68,63,70,62,68,61.16666667,73,0,1,74,6500000,75,27000
19,3,3,190.88,93,76,64,66,66,72,84,65,68,53,74,65,78,73,73,33,41,66,69,77,25.83333333,52,0,1,74,7500000,84,15000
29,3,2,184.16,76,74,72,39,59,54,58,31,67,35,60,52,81,78,78,23,46,67,70,75,30.16666667,57,0,1,74,4400000,74,37000
25,3,3,186.4,84,31,71,72,70,76,84,66,73,72,78,71,89,90,45,71,69,74,42,39,68,59.5,0,1,74,7500000,78,20000
